ipa_funding,ma_premium,ma_risk_score,mbr_with_rx_rebates,partd_premium,pcp_cap,pcp_ffs,plan_premium,prof,reinsurance,risk_score_partd,rx,rx_rebates,rx_with_rebates,rx_without_rebates,spec_cap
5105.72,5143.85,4.66,511.58,222.83,0.0,0.0,5288.91,0.0,8.09,0.0,496.82,0.0,492.54,545.19,793.32
3667.51,4144.66,5.29,754.32,95.53,0.0,735.24,5104.88,843.0,9.24,0.0,365.08,0.0,337.59,354.04,896.8
15363.44,18503.23,23.72,151.52,357.91,0.0,0.0,19633.12,0.0,8.41,0.0,731.57,0.0,699.34,714.75,793.32
9922.64,10543.57,11.7,379.8,980.07,0.0,842.09,13567.77,2748.56,8.16,0.0,17.6,0.0,17.32,16.7,871.84
14590.52,16804.05,19.95,121.27,351.54,0.0,0.0,16980.74,0.0,8.18,0.0,0.0,0.0,0.0,0.0,823.45
5925.63,6732.72,7.78,354.7,216.81,0.0,0.0,6576.85,0.0,8.6,0.0,171.01,0.0,177.06,182.76,842.31
4737.18,5653.36,3.9,358.29,212.42,0.0,0.0,5240.04,0.0,9.57,0.0,0.0,0.0,0.0,0.0,903.5
7278.93,7687.45,8.12,515.04,647.53,0.0,815.75,8662.39,732.49,9.52,0.0,246.34,0.0,217.02,220.07,868.25
18025.94,21798.56,23.05,1107.62,706.78,0.0,0.0,19332.22,0.0,8.97,0.0,17650.49,0.0,17444.05,19517.56,855.95
15032.13,15528.81,23.41,664.39,325.64,0.0,775.32,17666.67,745.05,9.46,0.0,6410.01,0.0,7097.72,7104.91,829.1
3483.73,3976.58,4.66,501.8,173.63,0.0,0.0,4574.2,0.0,8.45,0.0,1.32,0.0,1.39,1.44,862.94
5895.61,7150.54,6.63,302.89,330.07,0.0,0.0,6716.76,0.0,7.97,0.0,0.0,0.0,0.0,0.0,900.62
4697.29,5461.03,4.15,362.78,232.14,0.0,0.0,5696.61,0.0,8.81,0.0,4.11,0.0,4.78,4.12,815.51
9434.38,11292.64,10.97,323.22,345.01,0.0,795.02,11321.03,863.47,9.1,0.0,185.06,0.0,184.7,205.53,789.62
5707.64,6078.23,4.57,1083.47,556.6,0.0,0.0,5705.17,1540.56,8.79,0.0,2070.82,0.0,1784.06,1954.84,893.01
4907.4,6047.43,5.94,415.01,114.27,0.0,0.0,6531.92,0.0,8.09,0.0,200.34,0.0,203.66,224.95,862.94
19977.95,20763.47,30.2,238.74,547.68,0.0,0.0,20454.26,0.0,8.29,0.0,2804.94,0.0,2681.23,2725.96,849.08
10059.02,11811.3,14.75,319.81,352.38,0.0,0.0,12998.16,0.0,8.84,0.0,1933.03,0.0,2092.0,2071.55,783.76
15171.86,14895.28,17.97,189.53,541.28,0.0,0.0,16119.67,0.0,9.27,0.0,218.18,0.0,211.02,191.91,923.23
10813.04,13198.32,17.64,169.24,313.49,0.0,0.0,12804.69,0.0,9.1,0.0,266.77,0.0,293.56,279.23,893.01
7891.37,10722.75,12.45,276.68,172.22,0.0,0.0,9733.93,0.0,8.43,0.0,218.08,0.0,202.57,234.62,770.2
7545.75,9099.9,10.23,369.36,254.99,0.0,0.0,9850.47,0.0,9.34,0.0,486.11,0.0,511.72,448.96,787.41
15742.38,17741.05,23.35,179.94,458.57,0.0,0.0,20186.91,0.0,8.49,0.0,507.24,0.0,488.23,471.04,778.71
7055.32,8577.04,7.91,245.37,490.88,0.0,0.0,8031.89,0.0,9.4,0.0,97.69,0.0,97.02,100.05,838.14
4302.37,5466.45,5.45,419.6,107.33,0.0,0.0,4830.48,0.0,8.69,0.0,0.0,0.0,0.0,0.0,910.31
9229.45,10509.25,10.47,283.74,111.61,0.0,0.0,10834.39,0.0,8.16,0.0,0.0,0.0,0.0,0.0,775.14
15390.58,16803.37,25.45,137.21,261.87,0.0,0.0,20216.65,0.0,9.61,0.0,0.0,0.0,0.0,0.0,838.97
8506.37,10700.0,15.94,172.75,391.34,0.0,0.0,10165.46,0.0,9.51,0.0,1.45,0.0,1.52,1.43,797.81
6942.25,8641.36,8.59,229.26,186.55,0.0,0.0,8913.71,0.0,9.39,0.0,82.73,0.0,85.9,87.54,867.36
21345.9,22788.84,28.66,92.48,743.5,0.0,0.0,24790.22,0.0,8.27,0.0,74.79,0.0,73.58,75.57,768.8
10562.14,12086.95,12.53,278.01,199.51,0.0,766.96,12646.45,787.81,8.06,0.0,286.57,0.0,275.95,276.46,813.94
3260.28,3956.95,3.1,777.77,115.72,0.0,0.0,3786.5,0.0,9.21,0.0,0.0,0.0,0.0,0.0,780.15
8430.15,10083.3,10.65,1611.15,210.67,0.0,0.0,9870.78,11566.95,9.65,0.0,20.75,0.0,23.24,24.06,898.7
16594.22,18453.57,25.25,111.72,671.78,0.0,0.0,22231.08,0.0,8.01,0.0,271.76,0.0,258.17,275.95,797.06
14861.8,16167.94,18.15,836.64,467.64,0.0,0.0,18957.04,1564.99,8.05,0.0,9538.41,0.0,10639.78,10207.27,855.09
9297.72,11080.79,13.68,276.61,435.19,0.0,0.0,10999.26,0.0,8.35,0.0,130.17,0.0,146.2,131.98,936.52
11956.28,13958.29,15.35,532.26,270.56,0.0,843.0,12360.81,4288.7,8.53,0.0,0.0,0.0,0.0,0.0,893.01
13525.88,14363.07,15.6,3252.68,947.19,0.0,0.0,14410.75,123.86,8.81,0.0,12.43,0.0,14.34,11.95,772.31
9185.25,11354.13,11.48,350.01,374.68,0.0,0.0,10487.18,0.0,9.17,0.0,149.52,0.0,129.3,128.83,878.17
3175.18,3806.22,3.54,664.58,147.02,0.0,0.0,3875.48,0.0,9.2,0.0,356.95,0.0,326.03,308.63,794.07
3841.9,3932.27,5.09,416.7,260.74,0.0,0.0,4551.55,0.0,7.92,0.0,1.32,0.0,1.5,1.41,913.26
6141.09,6503.79,8.82,312.46,354.57,0.0,0.0,6430.16,0.0,8.38,0.0,0.0,0.0,0.0,0.0,876.35
4031.8,4797.72,6.2,595.05,108.04,0.0,726.37,5239.29,712.48,8.97,0.0,274.36,0.0,297.52,318.72,859.43
20159.44,25032.78,27.27,1172.56,1037.79,0.0,758.78,22718.37,838.48,8.57,0.0,22110.89,0.0,21333.12,22226.65,848.22
5736.37,7125.97,7.36,305.07,249.67,0.0,0.0,7509.96,0.0,8.55,0.0,0.0,0.0,0.0,0.0,806.18
8045.45,8616.8,11.88,242.91,167.0,0.0,0.0,9517.76,0.0,9.14,0.0,0.0,0.0,0.0,0.0,866.48
7372.73,7833.73,8.44,236.56,191.53,0.0,0.0,9622.65,0.0,9.54,0.0,0.0,0.0,0.0,0.0,813.15
7182.15,8462.4,10.39,229.88,296.62,0.0,0.0,9657.94,0.0,8.93,0.0,0.0,0.0,0.0,0.0,772.31
12672.93,12499.81,15.63,490.74,398.55,0.0,0.0,13201.26,0.0,9.1,0.0,3746.83,0.0,3510.7,3995.83,821.05
12678.21,14238.79,13.75,157.95,508.35,0.0,0.0,12720.48,0.0,8.77,0.0,103.5,0.0,111.96,102.53,780.15
69818.38,77639.15,134.44,45.66,753.7,0.0,742.92,77661.75,849.4,7.92,0.0,93.73,0.0,88.49,106.81,901.58
10666.4,11879.53,12.88,250.07,536.66,0.0,1011.86,12347.83,1126.73,8.09,0.0,108.78,0.0,120.5,117.91,810.04
12307.91,12463.25,15.02,172.58,597.89,0.0,0.0,13869.91,0.0,9.0,0.0,403.7,0.0,361.68,356.96,771.61
21484.37,24201.84,31.33,91.2,544.78,0.0,0.0,24236.31,0.0,8.06,0.0,0.0,0.0,0.0,0.0,860.31
6416.85,7206.37,7.34,840.51,183.41,0.0,0.0,7542.02,0.0,8.91,0.0,3559.87,0.0,3902.76,3702.41,791.09
12112.93,14888.19,15.6,251.23,401.72,0.0,0.0,12998.6,0.0,8.39,0.0,449.65,0.0,413.21,433.75,880.92
9941.83,10520.62,10.78,295.58,422.41,0.0,0.0,10401.48,0.0,9.51,0.0,68.6,0.0,74.73,66.05,781.59
11284.22,13387.51,16.66,1137.67,696.66,0.0,4077.09,15469.39,7775.26,8.0,0.0,4670.65,0.0,4364.69,4255.79,824.25
5474.39,7565.46,8.62,1261.48,106.66,0.0,1009.06,6999.1,1108.43,9.21,0.0,4356.11,0.0,4275.14,4410.4,925.25
8577.37,8860.78,8.7,315.88,398.29,0.0,0.0,9213.96,0.0,9.25,0.0,2.68,0.0,2.78,2.76,827.48
3143.58,3404.79,3.27,635.61,48.47,0.0,0.0,3486.79,0.0,8.88,0.0,0.0,0.0,0.0,0.0,866.48
5220.74,6558.34,7.61,411.13,82.65,0.0,0.0,6390.2,0.0,9.29,0.0,0.0,0.0,0.0,0.0,773.72
12946.52,16453.1,18.19,667.26,475.22,0.0,0.0,15630.52,0.0,9.05,0.0,8078.51,0.0,8607.01,8158.02,936.52
55798.42,70697.24,66.37,165.71,1559.09,0.0,4222.0,62389.36,6035.58,8.82,0.0,280.1,0.0,330.45,298.87,855.09
32124.64,36584.6,51.35,136.4,863.19,0.0,0.0,41028.8,2731.88,8.37,0.0,0.0,0.0,0.0,0.0,788.88
6023.21,6981.83,6.08,285.18,275.58,0.0,0.0,7062.73,0.0,9.18,0.0,0.0,0.0,0.0,0.0,784.49
11889.29,13051.61,14.13,277.54,396.72,0.0,812.36,14406.1,800.72,8.1,0.0,70.99,0.0,62.34,66.99,823.45
12011.35,14131.8,21.18,198.66,180.9,0.0,0.0,15293.85,0.0,9.12,0.0,535.51,0.0,537.04,572.95,903.5
11350.3,14297.23,16.66,370.51,235.74,0.0,0.0,15347.62,3289.36,8.33,0.0,0.0,0.0,0.0,0.0,794.07
14597.48,17115.11,19.24,175.93,385.21,0.0,0.0,17848.97,0.0,8.66,0.0,157.56,0.0,148.88,140.02,909.33
20339.98,24373.52,31.18,284.69,510.52,0.0,0.0,22729.52,2360.7,8.89,0.0,1305.06,0.0,1266.0,1349.3,844.84
6379.18,8640.26,9.39,359.79,127.84,0.0,0.0,7810.81,0.0,8.37,0.0,900.27,0.0,899.31,909.92,903.5
14791.5,14286.21,22.26,435.92,302.64,0.0,0.0,15209.81,0.0,9.04,0.0,4022.6,0.0,4186.18,3878.79,903.5
15261.17,17677.8,18.71,152.71,369.88,0.0,0.0,16265.54,0.0,9.16,0.0,103.05,0.0,99.79,98.75,828.29
8140.22,10627.52,13.54,305.14,427.55,0.0,0.0,11252.38,0.0,9.52,0.0,1007.46,0.0,1062.78,1042.95,829.1
4238.02,5248.66,3.66,378.66,97.64,0.0,0.0,4668.45,0.0,8.35,0.0,0.0,0.0,0.0,0.0,810.04
20002.16,25243.27,27.47,113.45,448.86,0.0,0.0,24643.88,0.0,8.15,0.0,0.0,0.0,0.0,0.0,827.48
8974.39,11263.95,12.47,181.19,272.16,0.0,0.0,10025.85,0.0,8.15,0.0,46.65,0.0,39.48,47.84,865.59
12722.94,14872.26,15.49,133.84,1055.98,0.0,0.0,14225.48,0.0,7.95,0.0,73.65,0.0,67.4,70.28,876.35
12719.21,14829.01,18.85,145.2,245.98,0.0,0.0,15096.45,0.0,9.45,0.0,0.0,0.0,0.0,0.0,899.66
4056.86,4598.6,4.99,585.73,116.99,0.0,0.0,4731.42,0.0,8.61,0.0,245.57,0.0,237.12,240.7,810.04
13684.65,14018.72,16.59,397.9,553.13,0.0,2183.79,14998.77,3282.78,8.76,0.0,15.13,0.0,16.93,17.57,906.41
10314.14,9875.99,10.88,306.02,415.15,0.0,849.4,10687.5,712.48,8.49,0.0,137.15,0.0,126.21,121.26,783.04
22272.14,26830.7,35.42,224.8,270.07,0.0,727.04,31158.96,4194.91,8.41,0.0,0.0,0.0,0.0,0.0,828.29
4842.78,5899.01,6.08,1661.2,124.33,0.0,802.36,5745.63,5500.0,8.12,0.0,354.15,0.0,337.69,375.16,919.22
9434.44,10580.42,11.95,211.74,139.85,0.0,0.0,10375.23,0.0,9.24,0.0,0.0,0.0,0.0,0.0,897.75
6168.87,6872.89,5.71,606.68,103.95,0.0,0.0,6377.38,1809.82,9.5,0.0,75.6,0.0,78.36,78.1,867.36
12249.75,12481.34,14.35,1082.35,313.41,0.0,0.0,13088.81,0.0,7.94,0.0,11358.71,0.0,10773.66,10331.87,808.49
2949.77,3732.87,3.04,681.58,52.84,0.0,0.0,3416.78,0.0,9.4,0.0,0.0,0.0,0.0,0.0,816.29
25842.02,26488.11,35.14,364.59,559.98,0.0,912.16,30834.32,3418.22,9.06,0.0,3453.05,0.0,3598.01,3548.35,837.31
11130.63,12706.71,17.97,294.91,197.69,0.0,0.0,12164.07,0.0,9.0,0.0,1018.41,0.0,1141.0,1048.25,865.59
4330.31,5297.9,3.43,418.17,365.17,0.0,0.0,4792.31,0.0,8.88,0.0,6.38,0.0,6.24,5.59,802.35
2579.97,2935.67,2.75,688.07,47.8,0.0,0.0,3058.52,0.0,9.04,0.0,0.0,0.0,0.0,0.0,791.84
5217.03,6582.66,5.0,348.26,538.34,0.0,0.0,6491.55,0.0,8.22,0.0,0.0,0.0,0.0,0.0,835.65
10494.09,12268.59,13.77,233.69,401.5,0.0,0.0,11891.25,0.0,7.98,0.0,973.75,0.0,1107.89,1150.22,876.35
9809.54,10419.27,12.23,280.3,423.18,0.0,0.0,10478.81,27.93,8.33,0.0,1.44,0.0,1.58,1.52,796.31
7715.47,8966.99,8.52,507.77,401.44,0.0,0.0,8365.96,0.0,8.91,0.0,939.0,0.0,1071.96,938.09,873.64
5628.3,5751.23,5.32,443.45,306.58,0.0,0.0,6792.36,0.0,7.92,0.0,1.38,0.0,1.43,1.42,776.57
12323.91,12249.36,16.14,151.92,254.02,0.0,0.0,14361.22,0.0,8.03,0.0,0.0,0.0,0.0,0.0,853.36
6109.11,8034.38,9.29,246.64,71.21,0.0,0.0,8486.82,0.0,9.07,0.0,0.0,0.0,0.0,0.0,886.46
16101.5,19248.63,23.1,312.1,594.41,0.0,0.0,20579.27,939.39,8.2,0.0,1556.59,0.0,1574.36,1563.94,768.8
24951.84,29146.63,37.28,64.79,728.77,0.0,0.0,32103.49,0.0,8.12,0.0,3.99,0.0,4.59,4.56,923.23
14034.59,14656.41,16.71,285.6,529.56,0.0,757.31,15195.06,906.71,8.58,0.0,1066.73,0.0,1197.23,1128.79,861.18
1762.89,1876.21,4.89,1020.13,183.5,0.0,0.0,2120.3,0.0,9.07,0.0,0.0,0.0,0.0,0.0,838.14
16685.86,20416.73,29.58,268.21,434.18,0.0,0.0,21554.2,1181.69,8.46,0.0,1649.37,0.0,1758.98,1595.01,896.8
12077.25,12591.29,13.96,187.1,374.28,0.0,0.0,13364.03,0.0,7.95,0.0,116.6,0.0,104.95,105.76,931.37
3807.57,4148.42,4.5,1324.5,124.69,0.0,0.0,4426.12,0.0,9.09,0.0,3498.89,0.0,3174.38,3282.91,825.86
14020.01,14360.91,17.28,128.69,700.37,0.0,0.0,15402.48,0.0,8.41,0.0,8.01,0.0,8.0,8.81,817.08
8203.66,8845.46,9.54,299.31,279.87,0.0,0.0,10689.14,0.0,9.32,0.0,0.0,0.0,0.0,0.0,855.95
4392.69,5980.09,6.43,452.04,95.88,0.0,0.0,5235.94,0.0,8.28,0.0,117.06,0.0,129.07,128.53,924.24
3297.03,3586.18,3.81,542.34,50.66,0.0,0.0,3767.72,0.0,9.26,0.0,0.0,0.0,0.0,0.0,925.25
29517.99,33508.09,38.11,125.63,444.2,0.0,0.0,39534.22,1048.85,7.97,0.0,1137.76,0.0,989.4,1004.48,834.0
4839.25,4778.33,3.94,390.32,314.39,0.0,0.0,4959.98,0.0,8.99,0.0,0.0,0.0,0.0,0.0,921.22
2957.54,3910.72,3.01,535.9,211.32,0.0,0.0,3531.74,0.0,8.24,0.0,0.0,0.0,0.0,0.0,810.81
7276.58,9033.03,10.41,498.67,216.42,0.0,832.23,8521.27,1987.56,8.66,0.0,317.16,0.0,305.89,314.18,802.35
7724.06,8832.55,13.19,363.05,359.26,0.0,791.0,8778.79,787.02,8.12,0.0,384.68,0.0,375.07,404.61,770.2
3535.27,3910.28,4.17,662.39,114.89,0.0,0.0,4223.5,0.0,8.94,0.0,361.33,0.0,358.81,330.5,789.62
19146.77,26122.26,24.33,84.35,359.7,0.0,0.0,22191.28,0.0,9.6,0.0,0.0,0.0,0.0,0.0,849.08
14367.35,17298.0,20.54,166.13,478.45,0.0,0.0,16935.05,0.0,8.93,0.0,0.0,0.0,0.0,0.0,888.32
12556.3,11600.64,15.2,654.83,835.7,0.0,0.0,14473.86,2162.53,8.03,0.0,3904.12,0.0,3728.14,3345.86,782.31
9297.39,11321.54,11.91,215.88,403.94,0.0,0.0,10857.97,0.0,8.5,0.0,0.0,0.0,0.0,0.0,848.22
9136.47,10560.0,15.29,198.13,373.9,0.0,0.0,11224.0,0.0,8.47,0.0,144.19,0.0,136.4,151.28,816.29
4058.29,5054.31,3.28,810.47,104.74,0.0,0.0,4733.11,813.09,8.79,0.0,386.47,0.0,338.48,394.52,880.92
7139.92,7962.25,9.29,341.76,163.18,0.0,0.0,9013.29,275.97,8.19,0.0,0.0,0.0,0.0,0.0,907.38
10954.15,14636.33,19.3,477.41,300.4,0.0,0.0,13593.92,0.0,7.97,0.0,3762.34,0.0,3292.95,3147.94,805.41
11725.54,11618.76,15.18,157.41,258.02,0.0,0.0,13230.82,0.0,8.16,0.0,74.01,0.0,75.25,80.23,803.88
10453.75,11715.71,14.35,168.26,548.67,0.0,0.0,14317.49,0.0,8.05,0.0,4.15,0.0,4.39,4.1,846.53
13793.6,15739.21,20.27,132.38,209.44,0.0,0.0,14263.59,0.0,8.17,0.0,0.0,0.0,0.0,0.0,797.81
4458.5,4730.6,4.47,900.33,170.88,0.0,0.0,5442.69,0.0,8.72,0.0,599.52,0.0,523.66,534.69,817.87
9568.71,12361.82,13.77,263.93,215.07,0.0,0.0,12410.67,0.0,8.9,0.0,97.13,0.0,97.23,94.93,869.15
8078.04,10709.29,10.44,267.98,241.17,0.0,0.0,9940.94,441.09,8.13,0.0,0.0,0.0,0.0,0.0,771.61
23842.26,30192.63,44.81,197.09,400.32,0.0,0.0,27680.64,0.0,9.12,0.0,3459.25,0.0,3473.7,3673.07,829.91
19646.87,23865.0,24.38,100.32,408.05,0.0,0.0,22668.56,101.92,9.2,0.0,79.49,0.0,72.09,68.51,866.48
6028.4,6054.03,8.03,390.49,181.51,0.0,0.0,6654.35,0.0,9.18,0.0,0.0,0.0,0.0,0.0,933.42
22423.3,24354.91,30.21,294.17,603.3,0.0,0.0,27524.84,0.0,8.41,0.0,5402.15,0.0,4609.9,4674.16,787.41
27133.99,26002.11,28.21,309.62,1641.62,0.0,0.0,31745.97,6108.7,9.1,0.0,186.13,0.0,211.58,177.69,879.09
9489.03,11567.06,10.96,318.49,487.29,0.0,866.33,12445.03,763.22,9.12,0.0,158.61,0.0,145.03,159.3,850.78
8550.25,9754.79,14.73,245.49,231.77,0.0,0.0,10379.4,0.0,8.64,0.0,412.2,0.0,416.45,478.83,775.85
5936.95,6636.48,5.61,1023.88,348.6,0.0,0.0,5965.65,0.0,9.22,0.0,2813.26,0.0,2960.7,2954.38,774.43
3493.43,4080.42,2.87,461.69,111.2,0.0,0.0,3937.56,0.0,9.65,0.0,0.0,0.0,0.0,0.0,775.14
5232.24,6243.57,7.87,326.41,144.76,0.0,0.0,5936.35,0.0,8.45,0.0,0.0,0.0,0.0,0.0,787.41
6070.2,7751.35,7.26,558.71,147.94,0.0,732.49,7183.5,758.78,9.28,0.0,558.22,0.0,523.97,554.82,912.28
8078.48,8598.44,11.08,348.91,361.81,0.0,731.12,9899.7,833.12,8.66,0.0,244.78,0.0,215.98,227.35,901.58
23609.68,25333.9,35.5,98.59,989.53,0.0,0.0,28168.89,0.0,9.47,0.0,558.67,0.0,515.54,498.18,824.25
10788.63,13045.5,15.68,341.74,157.48,0.0,0.0,12753.76,1999.45,8.27,0.0,0.0,0.0,0.0,0.0,815.51
24709.97,27007.04,36.51,82.78,1320.54,0.0,0.0,27677.94,0.0,8.5,0.0,49.09,0.0,54.58,53.97,789.62
9720.0,10761.39,12.27,541.87,491.98,0.0,0.0,10626.96,2749.8,8.41,0.0,205.53,0.0,183.86,199.7,825.05
3246.03,3104.38,3.27,674.31,186.8,0.0,0.0,3634.07,0.0,8.43,0.0,0.0,0.0,0.0,0.0,849.93
3807.21,4689.76,4.35,511.15,100.55,0.0,0.0,4516.13,0.0,8.59,0.0,134.9,0.0,155.19,130.72,884.6
7227.47,7998.61,10.7,408.95,167.57,0.0,772.26,9670.88,735.24,8.32,0.0,0.0,0.0,0.0,0.0,855.95
4664.99,5500.62,4.34,935.68,144.89,0.0,0.0,5009.46,2586.69,8.63,0.0,42.55,0.0,45.68,42.76,911.29
10506.9,14139.73,16.85,193.61,178.11,0.0,0.0,11818.21,0.0,8.04,0.0,0.0,0.0,0.0,0.0,831.54
7816.06,8949.22,11.79,209.51,167.4,0.0,0.0,9333.9,0.0,7.97,0.0,0.0,0.0,0.0,0.0,932.39
6649.91,8914.25,10.4,224.69,214.84,0.0,0.0,8102.02,0.0,9.12,0.0,0.0,0.0,0.0,0.0,862.94
19051.41,23213.23,26.5,535.34,453.4,0.0,0.0,21831.84,0.0,8.81,0.0,8835.85,0.0,8955.63,8486.61,908.36
5788.19,6870.93,5.79,1966.2,299.61,0.0,0.0,6880.21,0.0,8.22,0.0,10956.99,0.0,10293.95,9424.04,903.5
3611.13,4478.71,2.92,726.58,193.52,0.0,0.0,5050.76,0.0,8.39,0.0,1013.15,0.0,942.21,990.05,782.31
9565.56,11964.94,11.26,218.72,683.66,0.0,0.0,10969.1,0.0,8.01,0.0,1.46,0.0,1.38,1.41,780.15
9922.81,11688.66,13.63,259.28,458.79,0.0,0.0,11019.89,0.0,9.13,0.0,687.36,0.0,708.75,751.13,929.32
4442.37,4491.27,3.47,398.8,102.69,0.0,0.0,5182.85,0.0,8.55,0.0,0.0,0.0,0.0,0.0,785.95
3819.39,4273.2,2.78,472.56,272.21,0.0,0.0,4562.82,0.0,9.24,0.0,0.0,0.0,0.0,0.0,780.15
5308.56,5930.66,7.69,399.05,101.94,0.0,0.0,5671.57,0.0,8.37,0.0,0.0,0.0,0.0,0.0,794.07
11750.33,13935.47,12.48,186.05,227.7,0.0,0.0,11694.26,319.07,9.48,0.0,72.77,0.0,73.97,80.93,917.22
11233.46,13862.61,15.24,319.87,457.35,0.0,814.9,12515.17,718.37,8.75,0.0,634.16,0.0,653.8,631.71,939.64
18182.17,22216.14,25.28,705.69,1368.62,0.0,0.0,23078.38,4118.0,7.93,0.0,330.42,0.0,319.5,303.23,817.08
14758.01,14645.9,18.44,471.42,266.94,0.0,0.0,15258.81,0.0,8.81,0.0,4666.01,0.0,4218.58,4476.11,801.59
9435.34,12502.06,15.01,212.61,161.17,0.0,0.0,11725.57,0.0,8.35,0.0,476.0,0.0,566.87,477.78,852.5
8077.75,10129.53,12.4,154.8,166.84,743.89,0.0,11137.49,0.0,8.9,0.0,0.0,0.0,0.0,0.0,714.85
7394.04,8505.21,9.97,238.51,155.79,763.36,0.0,8052.57,0.0,8.01,0.0,360.09,0.0,365.29,354.38,670.12
18088.31,21581.62,20.89,119.66,506.9,672.43,0.0,20320.25,0.0,8.48,0.0,1.4,0.0,1.59,1.54,605.53
3037.98,3776.38,2.82,526.95,72.3,718.69,0.0,3849.5,0.0,9.29,0.0,156.58,0.0,177.8,152.98,611.2
8800.77,9544.13,10.14,206.04,207.92,660.38,0.0,9706.88,0.0,8.29,0.0,335.09,0.0,334.76,329.19,659.97
10088.16,13137.67,14.41,177.72,160.66,680.27,0.0,13608.49,0.0,9.23,0.0,449.38,0.0,467.16,452.83,659.3
9746.51,9826.57,10.77,143.99,195.43,712.11,0.0,11715.77,0.0,8.03,0.0,0.0,0.0,0.0,0.0,610.06
17221.27,21929.86,25.15,403.62,328.08,774.34,0.0,22232.46,0.0,8.7,0.0,4714.72,0.0,4257.32,4532.13,622.85
13298.61,18465.35,20.96,89.62,429.51,777.78,0.0,15890.05,0.0,9.48,0.0,0.0,0.0,0.0,0.0,692.86
3382.86,4080.07,2.83,502.64,45.77,770.08,0.0,3478.73,0.0,8.06,0.0,0.0,0.0,0.0,0.0,688.48
10884.8,12223.78,16.34,150.77,154.25,732.98,0.0,13440.06,0.0,8.28,0.0,0.0,0.0,0.0,0.0,646.9
19880.69,23456.76,29.73,61.81,429.13,643.38,0.0,25308.5,0.0,8.81,0.0,0.0,0.0,0.0,0.0,666.02
26009.13,35434.05,35.62,71.64,619.65,764.19,0.0,37155.91,0.0,9.4,0.0,537.1,0.0,461.22,468.57,707.88
5804.04,6207.2,6.7,361.71,64.41,709.94,0.0,6413.23,0.0,9.44,0.0,233.2,0.0,247.31,257.89,612.92
3387.2,3508.4,2.9,453.86,41.92,646.35,0.0,4183.37,0.0,8.01,0.0,0.0,0.0,0.0,0.0,695.81
8822.48,8602.77,8.98,189.81,268.15,746.27,0.0,9203.93,0.0,9.28,0.0,0.0,0.0,0.0,0.0,631.28
8582.9,10577.78,13.19,205.52,178.63,765.03,0.0,12051.98,0.0,8.0,0.0,269.95,0.0,258.79,279.83,630.67
10438.7,12338.25,14.83,222.1,243.74,675.02,0.0,12799.0,0.0,8.23,0.0,601.33,0.0,507.18,604.67,683.44
6680.89,9114.11,7.32,231.98,113.05,690.34,0.0,7720.59,0.0,8.12,0.0,239.69,0.0,227.77,245.46,698.79
11723.76,14558.32,18.06,148.01,141.13,757.58,0.0,15720.3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,667.39
17956.95,18585.45,20.54,153.17,294.48,729.17,0.0,21330.13,0.0,8.37,0.0,0.0,0.0,0.0,0.0,604.97
10080.09,11254.7,11.39,175.19,165.73,688.3,0.0,11833.62,0.0,8.43,0.0,135.1,0.0,134.71,131.7,596.14
16369.1,18393.87,26.53,93.14,323.4,701.4,0.0,19248.26,0.0,9.22,0.0,108.87,0.0,101.94,118.95,724.36
7776.77,10398.38,8.6,181.84,125.58,687.62,0.0,10049.43,0.0,9.49,0.0,70.08,0.0,79.81,72.88,714.07
3647.42,4995.02,2.73,388.02,52.81,684.93,0.0,4354.06,0.0,8.18,0.0,0.0,0.0,0.0,0.0,634.96
7344.5,10437.69,10.43,274.12,142.66,680.27,0.0,10365.08,0.0,7.96,0.0,645.85,0.0,653.21,579.9,597.78
3854.78,4655.0,2.74,421.58,66.74,638.69,0.0,4934.49,0.0,8.2,0.0,0.0,0.0,0.0,0.0,616.39
6756.42,8190.72,6.89,1053.3,145.84,667.94,0.0,7773.74,0.0,8.89,0.0,6453.11,0.0,6037.64,5756.68,680.59
4620.99,5241.0,4.25,479.02,131.75,776.05,0.0,4769.07,0.0,9.22,0.0,478.75,0.0,496.04,494.6,671.5
7988.21,8782.84,11.14,186.15,182.07,757.58,0.0,10691.9,0.0,9.05,0.0,0.0,0.0,0.0,0.0,722.75
7437.24,7829.39,8.27,195.81,211.47,735.29,0.0,8643.97,0.0,9.31,0.0,0.0,0.0,0.0,0.0,636.19
11335.54,11223.07,12.83,180.83,255.34,680.27,0.0,13139.2,0.0,9.4,0.0,75.6,0.0,73.99,67.3,687.03
8213.55,9934.67,11.67,226.38,152.48,739.18,0.0,9047.92,0.0,9.1,0.0,197.09,0.0,205.61,183.52,612.34
12169.08,14853.51,17.09,132.01,265.14,664.14,0.0,15746.07,0.0,8.78,0.0,276.95,0.0,236.94,265.18,633.72
4069.85,4930.31,3.31,319.08,258.55,760.04,0.0,5876.39,0.0,8.63,0.0,0.0,0.0,0.0,0.0,709.41
7360.75,7854.38,9.87,243.89,213.81,685.6,0.0,8346.38,0.0,8.56,0.0,0.0,0.0,0.0,0.0,701.04
9599.01,11101.67,15.79,212.05,238.74,655.43,0.0,12486.35,0.0,9.28,0.0,548.75,0.0,582.91,546.13,694.34
4367.56,4680.7,4.82,468.55,86.23,682.26,0.0,4695.53,0.0,9.31,0.0,351.47,0.0,398.06,380.04,654.68
